,Redshift,Bin_Y,Bin_Edges
0,0.09940180263022191,2.624426379201204e-05,-1.0652444073148548
1,0.0,0.00021432815430143224,-1.0219894159857836
2,0.0,0.0025486096171353917,-0.9787344246567126
3,0.0,0.008590622347918608,-0.9354794333276414
4,0.0,0.016519306042416512,-0.8922244419985702
5,0.0,0.02815134696089825,-0.8489694506694991
6,0.0,0.041791074059468955,-0.805714459340428
7,0.0,0.056413503035585,-0.7624594680113568
8,0.0,0.07171828287029353,-0.7192044766822856
9,0.0,0.08663668882139708,-0.6759494853532145
10,0.0,0.10416639901980629,-0.6326944940241434
11,0.0,0.11961260627606021,-0.5894395026950723
12,0.0,0.1373085301451519,-0.5461845113660011
13,0.0,0.1582004221382486,-0.5029295200369299
14,0.0,0.18037828305715434,-0.45967452870785874
15,0.0,0.20268882330967433,-0.4164195373787877
16,0.0,0.22674023306039828,-0.3731645460497165
17,0.0,0.25171019204384326,-0.3299095547206453
18,0.0,0.2790071424168454,-0.28665456339157425
19,0.0,0.30951172503109403,-0.24339957206250307
20,0.0,0.34241765778231265,-0.2001445807334319
21,0.0,0.3789715432006192,-0.15688958940436082
22,0.0,0.4159278406637375,-0.11363459807528964
23,0.0,0.4576882964154503,-0.07037960674621846
24,0.0,0.4986555921947799,-0.02712461541714739
25,0.0,0.5060112761298188,0.01613037591192379
26,0.0,0.5105165414141143,0.05938536724099497
27,0.0,0.5128406167743624,0.10264035857006615
28,0.0,0.5184802174603375,0.14589534989913733
29,0.0,0.5211410942059138,0.18915034122820829
30,0.0,0.5291368465745467,0.23240533255727946
31,0.0,0.5393648193801559,0.27566032388635064
32,0.0,0.5527333557528759,0.3189153152154218
33,0.0,0.5656207472894088,0.362170306544493
34,0.0,0.5895744700582404,0.4054252978735642
35,0.0,0.6139553911210226,0.44868028920263536
36,0.0,0.6394502353803041,0.4919352805317063
37,0.0,0.6692039404471702,0.5351902718607775
38,0.0,0.7019188732785683,0.5784452631898487
39,0.0,0.7424910470863638,0.6217002545189199
40,0.0,0.7934763615609677,0.664955245847991
41,0.0,0.8636987213951207,0.7082102371770622
42,0.0,0.9761685138757838,0.7514652285061332
43,0.0,1.1562785222363972,0.7947202198352044
44,0.0,1.4687325208415067,0.8379752111642755
45,0.0,1.9323432727860201,0.8812302024933467
46,0.0,2.03578066447827,0.9244851938224179
47,0.0,0.6694007724256137,0.9677401851514891
48,0.0,0.12208977317509451,1.01099517648056
49,0.0,0.012715345807229899,1.0542501678096314
50,0.0,0.0,1.0975051591387024
