,Redshift,Bin_Y,Bin_Edges
0,4.428033736605549,0.0007798390555030313,-1.0974857249000147
1,0.0,0.003119356222012125,-1.0540100214264452
2,0.0,0.008578229610533322,-1.0105343179528756
3,0.0,0.013257263943551497,-0.967058614479306
4,0.0,0.028854045053612155,-0.9235829110057363
5,0.0,0.03197340127562428,-0.8801072075321668
6,0.0,0.049909699552194,-0.8366315040585972
7,0.0,0.08032342271681202,-0.7931558005850277
8,0.0,0.09903956004888471,-0.749680097111458
9,0.0,0.15206861582309109,-0.7062043936378883
10,0.0,0.1926202467092487,-0.6627286901643188
11,0.0,0.24019042909493363,-0.6192529866907492
12,0.0,0.2690444741485451,-0.5757772832171797
13,0.0,0.3423493453658307,-0.53230157974361
14,0.0,0.45620584746927206,-0.4888258762700405
15,0.0,0.4616647208577945,-0.4453501727964708
16,0.0,0.548226856018631,-0.4018744693229013
17,0.0,0.6199720491249082,-0.3583987658493317
18,0.0,0.6971761156197099,-0.31492306237576206
19,0.0,0.7993350318906051,-0.2714473589021925
20,0.0,0.8601624782198434,-0.22797165542862285
21,0.0,0.9724593022122799,-0.1844959519550533
22,0.0,0.9896157614333442,-0.14102024848148376
23,0.0,1.0816367699827072,-0.0975445450079141
24,0.0,1.1198488837023473,-0.05406884153434466
25,0.0,1.1604005145885106,-0.010593138060774887
26,0.0,1.0847561262047165,0.03288256541279466
27,0.0,1.073058540372171,0.07635826888636421
28,0.0,1.0114512549874315,0.11983397235993376
29,0.0,0.8991544309949905,0.1633096758335033
30,0.0,0.8406665018322677,0.20678537930707308
31,0.0,0.7720406649480008,0.25026108278064263
32,0.0,0.7587834010044494,0.2937367862542122
33,0.0,0.6971761156197099,0.33721248972778173
34,0.0,0.6839188516761548,0.3806881932013513
35,0.0,0.6316696349574553,0.42416389667492105
36,0.0,0.5217123281315279,0.4676396001484906
37,0.0,0.4819405363008733,0.5111153036220601
38,0.0,0.43281067580418237,0.5545910070956297
39,0.0,0.3610654826979016,0.5980667105691992
40,0.0,0.3150549784232246,0.641542414042769
41,0.0,0.29789851920215793,0.6850181175163386
42,0.0,0.23395171665090936,0.7284938209899081
43,0.0,0.1840420170987154,0.7719695244634777
44,0.0,0.14660974243456987,0.8154452279370472
45,0.0,0.13569199565752674,0.8589209314106168
46,0.0,0.09514036477137029,0.9023966348841865
47,0.0,0.039771791830654595,0.9458723383577559
48,0.0,0.021055654498581627,0.9893480418313254
49,0.0,0.003119356222012125,1.0328237453048954
50,0.0,0.0,1.076299448778465
