,Redshift,Bin_Y,Bin_Edges
0,3.4908613692606485,4.9774933013535384e-05,-1.7173407542229444
1,0.0,0.0,-1.4699977703122098
2,0.0,0.0003484245310947477,-1.2226547864014754
3,0.0,0.02817261208566103,-0.9753118024907408
4,0.0,0.18157895563337711,-0.7279688185800062
5,0.0,0.5426463197135633,-0.48062583466927156
6,0.0,1.0067975700647804,-0.23328285075853716
7,0.0,1.0330289597629134,0.014060133152197452
8,0.0,0.7469724197341262,0.26140311706293207
9,0.0,0.3898372753620088,0.5087461009736665
10,0.0,0.11234202381154947,0.7560890848844013
11,0.0,0.0011448234593113148,1.0034320687951357
12,0.0,0.0,1.25077505270587
13,0.0,0.0,1.498118036616605
14,0.0,0.0,1.7454610205273393
15,0.0,0.0,1.9928040044380742
16,0.0,0.0,2.2401469883488083
17,0.0,0.0,2.487489972259543
18,0.0,0.0,2.734832956170277
19,0.0,0.0,2.982175940081012
20,0.0,0.0,3.229518923991747
21,0.0,0.0,3.4768619079024807
22,0.0,0.0,3.7242048918132156
23,0.0,0.0,3.9715478757239504
24,0.0,0.0,4.218890859634684
25,0.0,0.0,4.466233843545419
26,0.0,0.0,4.713576827456154
27,0.0,0.0,4.960919811366889
28,0.0,0.0,5.208262795277623
29,0.0,0.0,5.455605779188358
30,0.0,0.0,5.7029487630990925
31,0.0,0.0,5.950291747009826
32,0.0,0.0,6.197634730920561
33,0.0,0.0,6.444977714831295
34,0.0,0.0,6.692320698742031
35,0.0,0.0,6.939663682652765
36,0.0,0.0,7.187006666563499
37,0.0,0.0,7.434349650474235
38,0.0,0.0,7.6816926343849685
39,0.0,0.0,7.9290356182957025
40,0.0,0.0,8.176378602206439
41,0.0,0.0,8.423721586117173
42,0.0,0.0,8.671064570027907
43,0.0,0.0,8.918407553938643
44,0.0,0.0,9.165750537849377
45,0.0,0.0,9.41309352176011
46,0.0,0.0,9.660436505670846
47,0.0,0.0,9.90777948958158
48,0.0,0.0,10.155122473492314
49,0.0,4.9774933013535526e-05,10.40246545740305
50,0.0,0.0,10.649808441313784
