,Redshift,Bin_Y,Bin_Edges
0,0.07366138465643868,1.7553344420018608e-05,-1.105629002929377
1,0.0,8.936248068373109e-05,-1.061043337198616
2,0.0,0.00027287471780210675,-1.0164576714678553
3,0.0,0.0008856460139191208,-0.9718720057370943
4,0.0,0.0023218287391933647,-0.9272863400063335
5,0.0,0.004930894023441591,-0.8827006742755725
6,0.0,0.00869848003941104,-0.8381150085448117
7,0.0,0.013233625934110392,-0.7935293428140509
8,0.0,0.01973474640385178,-0.74894367708329
9,0.0,0.02743109005273817,-0.7043580113525291
10,0.0,0.03791841546440738,-0.6597723456217682
11,0.0,0.05029033176335331,-0.6151866798910073
12,0.0,0.06571174271563149,-0.5706010141602464
13,0.0,0.082842211110986,-0.5260153484294856
14,0.0,0.10294238623049068,-0.48142968269872477
15,0.0,0.12673035943678343,-0.4368440169679638
16,0.0,0.1529981414820495,-0.392258351237203
17,0.0,0.1837595796988398,-0.34767268550644215
18,0.0,0.2168332721033226,-0.3030870197756812
19,0.0,0.24875482681041824,-0.25850135404492036
20,0.0,0.284314711088208,-0.21391568831415952
21,0.0,0.32126130957518056,-0.16933002258339858
22,0.0,0.3541227660880381,-0.12474435685263774
23,0.0,0.39509067620577887,-0.08015869112187679
24,0.0,0.43660433575912283,-0.03557302539111595
25,0.0,0.4528762860364801,0.009012640339644884
26,0.0,0.4617566825544259,0.05359830607040572
27,0.0,0.471883366526193,0.09818397180116656
28,0.0,0.4894032000159528,0.1427696375319274
29,0.0,0.5106539170742632,0.18735530326268846
30,0.0,0.5330711336572105,0.2319409689934493
31,0.0,0.5535654611468741,0.27652663472421013
32,0.0,0.5745688356247182,0.32111230045497097
33,0.0,0.5989472395069567,0.3656979661857318
34,0.0,0.628221430723797,0.41028363191649264
35,0.0,0.6576105165586557,0.4548692976472535
36,0.0,0.691068786781798,0.49945496337801454
37,0.0,0.7297595494006863,0.5440406291087754
38,0.0,0.7761402726341264,0.5886262948395362
39,0.0,0.8290269036130589,0.633211960570297
40,0.0,0.9023520105312275,0.6777976263010579
41,0.0,1.008099740351749,0.7223832920318187
42,0.0,1.1819352974189494,0.7669689577625798
43,0.0,1.4688702441014916,0.8115546234933406
44,0.0,1.7858214097422571,0.8561402892241015
45,0.0,2.0166255482453397,0.9007259549548625
46,0.0,1.7249894967753996,0.9453116206856234
47,0.0,0.19699001411578337,0.9898972864163842
48,0.0,0.045554120287115564,1.034482952147145
49,0.0,0.0011505419388030435,1.0790686178779059
50,0.0,0.0,1.1236542836086665
